Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,TER,TPL,TER,TPL,TER,TPL,TER,TPL,TER,TPL
Date,,,,,,,,,,
1973-02-21,1.1183116436004639,,1.1183116436004639,,1.1183116436004639,,1.1183116436004639,,14400,
1973-02-22,1.1110962629318237,,1.1110962629318237,,1.1110962629318237,,1.1110962629318237,,1600,
1973-02-23,1.0750221014022827,,1.0750221014022827,,1.0750221014022827,,1.0750221014022827,,20800,
1973-02-26,1.0533770322799683,,1.0533770322799683,,1.0533770322799683,,1.0533770322799683,,4800,
1973-02-27,0.8874346017837524,,0.8874346017837524,,0.8874346017837524,,0.8874346017837524,,190400,
1973-02-28,0.8874346017837524,,0.8874346017837524,,0.8874346017837524,,0.8874346017837524,,140800,
1973-03-01,0.9523681998252869,,0.9523681998252869,,0.9523681998252869,,0.9523681998252869,,40000,
1973-03-02,0.9956573247909546,,0.9956573247909546,,0.9956573247909546,,0.9956573247909546,,44800,
1973-03-05,0.9884431958198547,,0.9884431958198547,,0.9884431958198547,,0.9884431958198547,,17600,
1973-03-06,0.9884431958198547,,0.9884431958198547,,0.9884431958198547,,0.9884431958198547,,0,
1973-03-07,1.0173027515411377,,1.0173027515411377,,1.0173027515411377,,1.0173027515411377,,12800,
1973-03-08,1.0100876092910767,,1.0100876092910767,,1.0100876092910767,,1.0100876092910767,,1600,
1973-03-09,1.0100876092910767,,1.0100876092910767,,1.0100876092910767,,1.0100876092910767,,0,
1973-03-12,1.0028729438781738,,1.0028729438781738,,1.0028729438781738,,1.0028729438781738,,4800,
1973-03-13,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,3200,
1973-03-14,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,0,
1973-03-15,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,0,
1973-03-16,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,3200,
1973-03-19,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,0.9812276363372803,,147200,
1973-03-20,0.9956573247909546,,0.9956573247909546,,0.9956573247909546,,0.9956573247909546,,14400,
1973-03-21,0.9884431958198547,,0.9884431958198547,,0.9884431958198547,,0.9884431958198547,,25600,
1973-03-22,0.8802193403244019,,0.8802193403244019,,0.8802193403244019,,0.8802193403244019,,665600,
1973-03-23,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,27200,
1973-03-26,0.8441450595855713,,0.8441450595855713,,0.8441450595855713,,0.8441450595855713,,14400,
1973-03-27,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,105600,
1973-03-28,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,27200,
1973-03-29,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,102400,
1973-03-30,0.8585749864578247,,0.8585749864578247,,0.8585749864578247,,0.8585749864578247,,8000,
1973-04-02,0.7647804021835327,,0.7647804021835327,,0.7647804021835327,,0.7647804021835327,,422400,
1973-04-03,0.8513595461845398,,0.8513595461845398,,0.8513595461845398,,0.8513595461845398,,200000,
1973-04-04,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,20800,
1973-04-05,0.8369296789169312,,0.8369296789169312,,0.8369296789169312,,0.8369296789169312,,6400,
1973-04-06,0.8369296789169312,,0.8369296789169312,,0.8369296789169312,,0.8369296789169312,,14400,
1973-04-09,0.8441450595855713,,0.8441450595855713,,0.8441450595855713,,0.8441450595855713,,3200,
1973-04-10,0.8441450595855713,,0.8441450595855713,,0.8441450595855713,,0.8441450595855713,,9600,
1973-04-11,0.8585749864578247,,0.8585749864578247,,0.8585749864578247,,0.8585749864578247,,41600,
1973-04-12,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,33600,
1973-04-13,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,6400,
1973-04-16,0.8585749864578247,,0.8585749864578247,,0.8585749864578247,,0.8585749864578247,,1600,
1973-04-17,0.8730046153068542,,0.8730046153068542,,0.8730046153068542,,0.8730046153068542,,8000,
1973-04-18,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,0.8657892942428589,,8000,
1973-04-19,0.8585749864578247,,0.8585749864578247,,0.8585749864578247,,0.8585749864578247,,12800,
1973-04-23,0.8946490287780762,,0.8946490287780762,,0.8946490287780762,,0.8946490287780762,,33600,
1973-04-24,0.8946490287780762,,0.8946490287780762,,0.8946490287780762,,0.8946490287780762,,51200,
1973-04-25,0.9090787768363953,,0.9090787768363953,,0.9090787768363953,,0.9090787768363953,,40000,
1973-04-26,0.9307239055633545,,0.9307239055633545,,0.9307239055633545,,0.9307239055633545,,30400,
1973-04-27,0.9235085844993591,,0.9235085844993591,,0.9235085844993591,,0.9235085844993591,,9600,
1973-04-30,0.9307239055633545,,0.9307239055633545,,0.9307239055633545,,0.9307239055633545,,16000,
1973-05-01,0.9307239055633545,,0.9307239055633545,,0.9307239055633545,,0.9307239055633545,,11200,
1973-05-02,0.9451535940170288,,0.9451535940170288,,0.9451535940170288,,0.9451535940170288,,17600,
1973-05-03,0.9523681998252869,,0.9523681998252869,,0.9379383786158128,,0.0,,19200,
1973-05-04,1.0533770322799683,,1.0533770322799683,,0.9667980981199709,,0.0,,54400,
1973-05-07,1.02451753616333,,1.067807009522344,,1.02451753616333,,0.0,,44800,
1973-05-08,1.02451753616333,,1.02451753616333,,1.0100877117103253,,0.0,,9600,
1973-05-09,1.0100876092910767,,1.0245174322809492,,1.0100876092910767,,0.0,,24000,
1973-05-10,1.0173027515411377,,1.0173027515411377,,0.9884431115077199,,0.0,,12800,
1973-05-11,0.9956573247909546,,1.00287267330466,,0.9812275084896364,,0.0,,24000,
1973-05-14,0.9956573247909546,,0.9956573247909546,,0.9956573247909546,,0.9956573247909546,,0,
1973-05-15,0.9812276363372803,,0.9956574545187108,,0.9812276363372803,,0.0,,3200,
1973-05-16,0.974013090133667,,0.974013090133667,,0.9667977412537792,,0.0,,4800,
1973-05-17,0.9523681998252869,,0.9667980210347609,,0.9523681998252869,,0.0,,20800,
1973-05-18,0.9162940979003906,,0.937938389604997,,0.9162940979003906,,0.0,,19200,
1973-05-21,0.8802193403244019,,0.9090789908268413,,0.8802193403244019,,0.0,,12800,
1973-05-22,0.8802193403244019,,0.8874346933133311,,0.8730048680621115,,0.0,,11200,
1973-05-23,0.8730046153068542,,0.8802190854803869,,0.8730046153068542,,0.0,,6400,
1973-05-24,0.9090787768363953,,0.9090787768363953,,0.8802191331273034,,0.0,,11200,
1973-05-25,0.9451535940170288,,0.9451535940170288,,0.9162939557375205,,0.0,,12800,
1973-05-29,0.9595834016799927,,0.9595834016799927,,0.9595834016799927,,0.0,,1600,
1973-05-30,0.9451535940170288,,0.952368063223773,,0.9451535940170288,,0.0,,11200,
1973-05-31,0.8657892942428589,,0.9451537532449947,,0.8657892942428589,,0.0,,19200,
1973-06-01,0.8369296789169312,,0.8585748523555908,,0.8369296789169312,,0.0,,16000,
1973-06-04,0.8657892942428589,,0.8657892942428589,,0.8513594726721446,,0.0,,4800,
1973-06-05,0.8802193403244019,,0.8802193403244019,,0.8441452175596721,,0.0,,12800,
