Price,Close,High,Low,Open,Volume
Ticker,PCAR,PCAR,PCAR,PCAR,PCAR
Date,,,,,
1980-03-17,0.22383427619934082,0.22784911156866072,0.22383427619934082,0.0,126968
1980-03-18,0.214800626039505,0.2188154775741924,0.21480062603950498,0.0,360855
1980-03-19,0.2117891162633896,0.2158042214080106,0.2117891162633896,0.0,213840
1980-03-20,0.19673340022563934,0.20074823735720956,0.19673340022563934,0.0,400950
1980-03-21,0.19874079525470734,0.2027556319108036,0.19874079525470734,0.0,173745
1980-03-24,0.19472554326057434,0.1987406488210285,0.19472554326057434,0.0,441045
1980-03-25,0.19773702323436737,0.20175185877658372,0.1977370232343674,0.0,253935
1980-03-26,0.19773702323436737,0.20175185877658372,0.1977370232343674,0.0,80190
1980-03-27,0.1927182376384735,0.19673334551623753,0.19271823763847354,0.0,1055835
1980-03-28,0.19874079525470734,0.2027556319108036,0.19874079525470734,0.0,200475
1980-03-31,0.19874079525470734,0.2027556319108036,0.19874079525470734,0.0,140333
1980-04-01,0.19874079525470734,0.2027556319108036,0.19874079525470734,0.0,66825
1980-04-02,0.1957293301820755,0.19974443751680934,0.19572933018207547,0.0,260618
1980-04-03,0.1957293301820755,0.19974443751680934,0.19572933018207547,0.0,153698
1980-04-07,0.1957293301820755,0.19974443751680934,0.19572933018207547,0.0,1262993
1980-04-08,0.19472554326057434,0.1987406488210285,0.19472554326057434,0.0,1283040
1980-04-09,0.1997445672750473,0.20375942134719485,0.1997445672750473,0.0,4069643
1980-04-10,0.19874079525470734,0.2027556319108036,0.19874079525470734,0.0,53460
1980-04-11,0.19874079525470734,0.2027556319108036,0.19874079525470734,0.0,213840
1980-04-14,0.19673340022563934,0.20074823735720956,0.19673340022563934,0.0,86873
1980-04-15,0.19673340022563934,0.20074823735720956,0.19673340022563934,0.0,46778
1980-04-16,0.1957293301820755,0.19974443751680934,0.19572933018207547,0.0,735075
1980-04-17,0.19071072340011597,0.19472557371793353,0.190710723400116,0.0,140333
1980-04-18,0.18970708549022675,0.19372192114255457,0.18970708549022675,0.0,233888
1980-04-21,0.18970708549022675,0.19372192114255457,0.18970708549022675,0.0,60143
1980-04-22,0.19171449542045593,0.19572933090742914,0.19171449542045593,0.0,133650
1980-04-23,0.1666208803653717,0.17063598603594582,0.1666208803653717,0.0,995693
1980-04-24,0.1766582727432251,0.18067337923190183,0.1766582727432251,0.0,821948
1980-04-25,0.17565463483333588,0.17966974312190837,0.17565463483333588,0.0,300713
1980-04-28,0.1766582727432251,0.18067337923190183,0.1766582727432251,0.0,120285
1980-04-29,0.1766582727432251,0.18067337923190183,0.1766582727432251,0.0,507870
1980-04-30,0.18067339062690735,0.1846882255062163,0.18067339062690735,0.0,300713
1980-05-01,0.1796697974205017,0.18368465105163612,0.1796697974205017,0.0,1610483
1980-05-02,0.1786656528711319,0.18268075852415683,0.17866565287113187,0.0,942233
1980-05-05,0.1796697974205017,0.18368465105163612,0.1796697974205017,0.0,621473
1980-05-06,0.1826808750629425,0.1866957114146525,0.18268087506294253,0.0,340808
1980-05-07,0.1887032687664032,0.19271811828699306,0.1887032687664032,0.0,227205
1980-05-08,0.19171449542045593,0.19572933090742914,0.19171449542045593,0.0,187110
1980-05-09,0.1937219500541687,0.19773705816837409,0.1937219500541687,0.0,173745
1980-05-12,0.19071072340011597,0.19472557371793353,0.190710723400116,0.0,207158
1980-05-13,0.1856919229030609,0.18970702922724694,0.1856919229030609,0.0,654885
1980-05-14,0.19171449542045593,0.19572933090742914,0.19171449542045593,0.0,253935
1980-05-15,0.1937219500541687,0.19773705816837409,0.1937219500541687,0.0,167063
1980-05-16,0.19673340022563934,0.20074823735720956,0.19673340022563934,0.0,80190
1980-05-19,0.1957293301820755,0.19974443751680934,0.19572933018207547,0.0,253935
1980-05-20,0.1957293301820755,0.19974443751680934,0.19572933018207547,0.0,340808
1980-05-21,0.1957293301820755,0.19974443751680934,0.19572933018207547,0.0,227205
1980-05-22,0.210785374045372,0.21480047869661273,0.21078537404537204,0.0,708345
1980-05-23,0.2158043533563614,0.21981918909326564,0.2158043533563614,0.0,213840
1980-05-27,0.214800626039505,0.2188154775741924,0.21480062603950498,0.0,240570
1980-05-28,0.2117891162633896,0.2158042214080106,0.2117891162633896,0.0,233888
1980-05-29,0.20877808332443237,0.2127929185299357,0.20877808332443237,0.0,173745
1980-05-30,0.20777444541454315,0.21178928183538004,0.20777444541454315,0.0,86873
1980-06-02,0.20777444541454315,0.21178928183538004,0.20777444541454315,0.0,26730
1980-06-03,0.206770658493042,0.21078549355818793,0.206770658493042,0.0,273983
1980-06-04,0.20877808332443237,0.2127929185299357,0.20877808332443237,0.0,160380
1980-06-05,0.206770658493042,0.21078549355818793,0.206770658493042,0.0,120285
1980-06-06,0.20576703548431396,0.2097818883706634,0.20576703548431396,0.0,253935
1980-06-09,0.20275548100471497,0.20677058653518293,0.202755481004715,0.0,267300
1980-06-10,0.20275548100471497,0.20677058653518293,0.202755481004715,0.0,53460
1980-06-11,0.20476296544075012,0.2087780722967971,0.20476296544075012,0.0,334125
1980-06-12,0.20175181329250336,0.20576691979217512,0.20175181329250336,0.0,147015
1980-06-13,0.20275548100471497,0.20677058653518293,0.202755481004715,0.0,80190
1980-06-16,0.20375928282737732,0.2077743900408566,0.20375928282737732,0.0,73508
1980-06-17,0.20375928282737732,0.2077743900408566,0.20375928282737732,0.0,53460
1980-06-18,0.20074817538261414,0.20476301127473182,0.20074817538261414,0.0,173745
1980-06-19,0.20175181329250336,0.20576691979217512,0.20175181329250336,0.0,66825
1980-06-20,0.20074817538261414,0.20476301127473182,0.20074817538261414,0.0,173745
1980-06-23,0.20074817538261414,0.20476301127473182,0.20074817538261414,0.0,33413
1980-06-24,0.20275548100471497,0.20677058653518293,0.202755481004715,0.0,113603
1980-06-25,0.20476296544075012,0.2087780722967971,0.20476296544075012,0.0,167063
1980-06-26,0.20576703548431396,0.2097818883706634,0.20576703548431396,0.0,213840
1980-06-27,0.20576703548431396,0.2097818883706634,0.20576703548431396,0.0,113603
1980-06-30,0.20576703548431396,0.2097818883706634,0.20576703548431396,0.0,93555
1980-07-01,0.20576703548431396,0.2097818883706634,0.20576703548431396,0.0,120285
1980-07-02,0.20576703548431396,0.2097818883706634,0.20576703548431396,0.0,93555
1980-07-03,0.210785374045372,0.21480047869661273,0.21078537404537204,0.0,474458
1980-07-07,0.21379651129245758,0.21580419959306285,0.21379651129245758,0.0,100238
1980-07-08,0.2117891162633896,0.21379653290445463,0.2117891162633896,0.0,167063
1980-07-09,0.214800626039505,0.21680804381088856,0.21480062603950498,0.0,374220
1980-07-10,0.2158043533563614,0.2188154881550001,0.2158043533563614,0.0,140333
1980-07-11,0.21781177818775177,0.22082291308264945,0.21781177818775174,0.0,180428
1980-07-14,0.22885286808013916,0.23086028611279857,0.22885286808013916,0.0,461093
1980-07-15,0.22784914076328278,0.22885285773018016,0.22784914076328278,0.0,581378
1980-07-16,0.22684545814990997,0.22885287625427003,0.22684545814990997,0.0,140333
1980-07-17,0.22784914076328278,0.22885285773018016,0.22784914076328278,0.0,1002375
1980-07-18,0.22584165632724762,0.22784907367808044,0.22584165632724765,0.0,781853
1980-07-21,0.22684545814990997,0.22885287625427003,0.22684545814990997,0.0,654885
1980-07-22,0.22383427619934082,0.22584169388400077,0.22383427619934082,0.0,407633
1980-07-23,0.22383427619934082,0.22584169388400077,0.22383427619934082,0.0,260618
1980-07-24,0.22383427619934082,0.22584169388400077,0.22383427619934082,0.0,133650
1980-07-25,0.22383427619934082,0.22584169388400077,0.22383427619934082,0.0,153698
1980-07-28,0.22684545814990997,0.22885287625427003,0.22684545814990997,0.0,207158
1980-07-29,0.22684545814990997,0.22885287625427003,0.22684545814990997,0.0,173745
1980-07-30,0.23487542569637299,0.23688284399958423,0.23487542569637296,0.0,1657260
1980-07-31,0.23186413943767548,0.23286783987127072,0.23186413943767548,0.0,240570
1980-08-01,0.23086027801036835,0.23286796783524388,0.23086027801036832,0.0,173745
1980-08-04,0.23286795616149902,0.23487537402307224,0.23286795616149902,0.0,160380
1980-08-05,0.23387160897254944,0.23587902628379095,0.23387160897254944,0.0,273983
1980-08-06,0.23387160897254944,0.23587902628379095,0.23387160897254944,0.0,200475
1980-08-07,0.23989412188529968,0.24190181324327537,0.2398941218852997,0.0,768488
1980-08-08,0.24390919506549835,0.2449129126539857,0.24390919506549832,0.0,1002375
1980-08-11,0.24491287767887115,0.24692029657724224,0.24491287767887113,0.0,360855
1980-08-12,0.24692024290561676,0.2489276613676469,0.24692024290561676,0.0,287348
1980-08-13,0.25193896889686584,0.2539463866893508,0.25193896889686584,0.0,781853
1980-08-14,0.25294265151023865,0.25394635227449924,0.25294265151023865,0.0,781853
1980-08-15,0.25896525382995605,0.2609726719542194,0.25896525382995605,0.0,788535
1980-08-18,0.25294265151023865,0.25394635227449924,0.25294265151023865,0.0,735075
1980-08-19,0.25193896889686584,0.25294268578906853,0.25193896889686584,0.0,340808
1980-08-20,0.25193896889686584,0.2539463866893508,0.25193896889686584,0.0,46778
1980-08-21,0.2649875283241272,0.2669952184635329,0.2649875283241272,0.0,735075
1980-08-22,0.27301734685897827,0.2750247480965345,0.27301734685897827,0.0,1897830
1980-08-25,0.26900264620780945,0.27101004844389126,0.26900264620780945,0.0,327443
1980-08-26,0.2720138430595398,0.2740212778514535,0.27201384305953974,0.0,180428
1980-08-27,0.2669951617717743,0.2690025956141483,0.2669951617717743,0.0,260618
1980-08-28,0.2669951617717743,0.2700063125353353,0.2669951617717743,0.0,300713
1980-08-29,0.26799893379211426,0.27101005319090365,0.26799893379211426,0.0,46778
1980-09-02,0.26799893379211426,0.27101005319090365,0.26799893379211426,0.0,46778
1980-09-03,0.2810473144054413,0.28405868823978875,0.2810473144054413,0.0,1156073
1980-09-04,0.2820511758327484,0.2850625835381835,0.2820511758327484,0.0,447728
1980-09-05,0.28706976771354675,0.2890771685352539,0.28706976771354675,0.0,915503
1980-09-08,0.2860661447048187,0.2880735461818964,0.2860661447048187,0.0,120285
1980-09-09,0.2820511758327484,0.2850625835381835,0.2820511758327484,0.0,1623848
1980-09-10,0.2820511758327484,0.2850625835381835,0.2820511758327484,0.0,80190
1980-09-11,0.29309237003326416,0.29610348807979453,0.29309237003326416,0.0,1423373
1980-09-12,0.2940961420536041,0.2961035760032574,0.2940961420536041,0.0,427680
1980-09-15,0.29309237003326416,0.2950997714030064,0.29309237003326416,0.0,133650
1980-09-16,0.29309237003326416,0.2950997714030064,0.29309237003326416,0.0,80190
1980-09-17,0.29309237003326416,0.2950997714030064,0.29309237003326416,0.0,280665
1980-09-18,0.29108482599258423,0.2930925162182021,0.29108482599258423,0.0,253935
1980-09-19,0.29108482599258423,0.2940962014117615,0.29108482599258423,0.0,280665
1980-09-22,0.2940961420536041,0.2961035760032574,0.2940961420536041,0.0,434363
1980-09-23,0.2940961420536041,0.2961035760032574,0.2940961420536041,0.0,167063
1980-09-24,0.29108482599258423,0.2920885431699936,0.29108482599258423,0.0,360855
1980-09-25,0.29108482599258423,0.2920885431699936,0.29108482599258423,0.0,360855
1980-09-26,0.2850624620914459,0.2880735806593595,0.2850624620914459,0.0,1904513
1980-09-29,0.2780361771583557,0.28004361054839744,0.2780361771583557,0.0,153698
1980-09-30,0.2780361771583557,0.28004361054839744,0.2780361771583557,0.0,46778
1980-10-01,0.2780361771583557,0.28004361054839744,0.2780361771583557,0.0,320760
1980-10-02,0.2860661447048187,0.2880735461818964,0.2860661447048187,0.0,1436738
1980-10-03,0.28706976771354675,0.2890771685352539,0.28706976771354675,0.0,60143
1980-10-06,0.2940961420536041,0.297107292978084,0.2940961420536041,0.0,1242945
1980-10-07,0.2961038053035736,0.29811124080776813,0.2961038053035736,0.0,180428
1980-10-08,0.2981109321117401,0.30011833355338774,0.2981109321117401,0.0,521235
1980-10-09,0.2971073091030121,0.29911471117776983,0.2971073091030121,0.0,300713
1980-10-10,0.2981109321117401,0.2991146168406464,0.2981109321117401,0.0,1824323
1980-10-13,0.2971073091030121,0.29911471117776983,0.2971073091030121,0.0,46778
1980-10-14,0.2971073091030121,0.29911471117776983,0.2971073091030121,0.0,153698
1980-10-15,0.2981109321117401,0.30011833355338774,0.2981109321117401,0.0,728393
1980-10-16,0.2981109321117401,0.30011833355338774,0.2981109321117401,0.0,815265
1980-10-17,0.2961038053035736,0.29911492657599725,0.2961038053035736,0.0,354173
1980-10-20,0.2961038053035736,0.29811124080776813,0.2961038053035736,0.0,347490
1980-10-21,0.2961038053035736,0.29911492657599725,0.2961038053035736,0.0,494505
1980-10-22,0.2961038053035736,0.29811124080776813,0.2961038053035736,0.0,180428
1980-10-23,0.29509976506233215,0.29710719837277555,0.29509976506233215,0.0,394268
1980-10-24,0.2961038053035736,0.29811124080776813,0.2961038053035736,0.0,541283
1980-10-27,0.2961038053035736,0.29811124080776813,0.2961038053035736,0.0,922185
1980-10-28,0.2961038053035736,0.29811124080776813,0.2961038053035736,0.0,100238
1980-10-29,0.2961038053035736,0.29811124080776813,0.2961038053035736,0.0,521235
1980-10-30,0.2961038053035736,0.29811124080776813,0.2961038053035736,0.0,307395
1980-10-31,0.2830546796321869,0.2850623685452272,0.2830546796321869,0.0,1657260
1980-11-03,0.2770325839519501,0.2790400182368153,0.2770325839519501,0.0,574695
1980-11-05,0.2810473144054413,0.28205099907078024,0.2810473144054413,0.0,240570
1980-11-06,0.2770325839519501,0.2790400182368153,0.2770325839519501,0.0,327443
1980-11-07,0.2810473144054413,0.2830547157199522,0.2810473144054413,0.0,461093
1980-11-10,0.2800435423851013,0.28104725883581505,0.2800435423851013,0.0,160380
1980-11-11,0.2800435423851013,0.28305465975341587,0.2800435423851013,0.0,100238
1980-11-12,0.2810473144054413,0.2830547157199522,0.2810473144054413,0.0,13365
1980-11-13,0.2820511758327484,0.28405886625998006,0.2820511758327484,0.0,20048
1980-11-14,0.2830546796321869,0.2850623685452272,0.2830546796321869,0.0,153698
1980-11-17,0.2830546796321869,0.2860660850664314,0.2830546796321869,0.0,233888
1980-11-18,0.2830546796321869,0.2860660850664314,0.2830546796321869,0.0,53460
1980-11-19,0.2830546796321869,0.2860660850664314,0.2830546796321869,0.0,46778
1980-11-20,0.2850624620914459,0.28706989579261466,0.2850624620914459,0.0,93555
1980-11-21,0.2850624620914459,0.28706989579261466,0.2850624620914459,0.0,46778
1980-11-24,0.2850624620914459,0.28706989579261466,0.2850624620914459,0.0,33413
1980-11-25,0.2850624620914459,0.28706989579261466,0.2850624620914459,0.0,26730
1980-11-26,0.2860661447048187,0.2880735461818964,0.2860661447048187,0.0,100238
1980-11-28,0.2860661447048187,0.2880735461818964,0.2860661447048187,0.0,133650
1980-12-01,0.2860661447048187,0.2880735461818964,0.2860661447048187,0.0,200475
1980-12-02,0.2840588688850403,0.28506258617251934,0.2840588688850403,0.0,153698
1980-12-03,0.2820511758327484,0.28405886625998006,0.2820511758327484,0.0,60143
1980-12-04,0.2820511758327484,0.2850625835381835,0.2820511758327484,0.0,354173
