Price,Close,High,Low,Open,Volume
Ticker,BKNG,BKNG,BKNG,BKNG,BKNG
Date,,,,,
1999-03-31,492.8798828125,512.9519142392534,434.1506056749623,447.5319599594646,1322933
1999-04-01,478.7551574707031,547.1487513950893,471.32107117457423,545.6619341358635,483233
1999-04-05,446.78857421875,499.5705854825291,431.176993422421,496.59695104513315,324917
1999-04-06,469.8342590332031,479.87027564229845,416.3088371180281,448.27540853959096,353900
1999-04-07,443.0715026855469,483.21556500940517,438.6110513162293,476.52488795542877,156617
1999-04-08,431.1770324707031,446.78861468084926,420.02590232059873,443.0715712974811,147767
1999-04-09,440.097900390625,451.99243823902026,402.9274696143898,428.20336254222974,141933
1999-04-12,455.3377685546875,471.32105349170916,410.3615481505102,417.0522255660077,182833
1999-04-13,484.702392578125,510.72169279320843,459.4265009406154,468.3474038715012,240033
1999-04-14,553.8394165039062,590.2664385289954,505.51785667470637,549.3789648273647,627933
1999-04-15,475.0380859375,559.0432560641627,454.9660541373239,559.0432560641627,339117
1999-04-16,483.958984375,505.51783314132103,434.15060963901686,481.728758640553,176683
1999-04-19,356.09271240234375,487.67603201657096,344.94158362147704,486.18921484578874,229150
1999-04-20,402.18402099609375,410.36151495350043,344.94156329424675,356.0926914179832,264100
1999-04-21,443.0715026855469,451.99240542418204,402.1840318001357,425.22969720827655,150483
1999-04-22,454.22265625,486.18922616612116,437.12425838788874,482.1004788512684,145683
1999-04-23,523.359619140625,569.4509492353959,487.6760087446733,511.8367866169323,741767
1999-04-26,718.1326904296875,722.221437631927,599.1873172736316,621.1178704492794,1352367
1999-04-27,771.2864379882812,832.6176487198795,714.4156789462537,732.2574857045369,1196750
1999-04-28,719.6195068359375,799.5359293409615,689.8831635782541,743.0368771513631,448867
1999-04-29,819.6079711914062,825.9269442119296,683.9359033978175,684.3076076931424,721900
1999-04-30,965.687744140625,981.2993242999423,802.8812653363165,901.0111977663106,845467
1999-05-03,828.1572265625,944.8723832683461,825.9270006381845,906.5868382342628,873317
1999-05-04,796.93408203125,892.0903903334888,776.8620482487464,848.2292794754255,692750
1999-05-05,899.1526489257812,903.9848045421662,714.4156226686034,839.6799644164282,1264033
1999-05-06,829.2722778320312,903.9848407384582,819.9796705053612,880.1957659821829,632083
1999-05-07,777.0477905273438,858.2651749952819,770.914669961115,857.8934707185408,569683
1999-05-10,761.2503662109375,784.2960315942764,719.6194868087769,761.2503662109375,449167
1999-05-11,731.5140380859375,801.3944441632527,731.5140380859375,799.9076270126716,286467
1999-05-12,749.3558349609375,767.1976405552456,725.5667608351935,730.0272122337705,240517
1999-05-13,722.5931396484375,785.0394603587963,719.6195053288966,772.4015145007475,187167
1999-05-14,789.8716430664062,799.9076592371324,707.7249921875,713.6722610294117,792600
1999-05-17,783.5526123046875,786.8979507822692,737.4612821691177,782.0657952035401,341400
1999-05-18,809.5719604492188,831.1308097173799,759.3918802560854,780.5790252265195,418517
1999-05-19,847.4857177734375,857.8934371145148,801.3943892629522,813.288925652755,226583
1999-05-20,799.1642456054688,862.353976653343,779.8356219908248,861.9822723530614,174400
1999-05-21,826.2986450195312,866.8144130389325,814.775811913096,864.2124829826406,553733
1999-05-24,745.452880859375,825.9268517923367,720.3628437324701,822.2098092550175,314600
1999-05-25,618.5159912109375,769.42794579726,612.5687220646785,719.6195666973407,540600
1999-05-26,676.6876831054688,683.9359170085485,576.8850778246017,645.2786695254566,691100
1999-05-27,659.03173828125,695.8304647842639,648.624017654135,670.5545718326988,273617
1999-05-28,666.2799072265625,667.5808721779115,630.4104449965132,636.3577133455369,194833
1999-06-01,591.381591796875,657.1732585146921,579.8587575129636,651.9693978703449,353983
1999-06-02,552.5384521484375,628.5519829014517,530.0503415833649,572.4246325654852,748050
1999-06-03,500.3139953613281,570.1944048174423,499.5705867500929,555.3262325927371,448450
1999-06-04,537.1127319335938,548.6355656290549,495.8535532175876,502.5442308472102,431817
1999-06-07,603.647705078125,651.2258493207358,544.9184332786523,550.1222928051878,738183
1999-06-08,620.0027465820312,660.1468093103642,604.3911666321239,623.7197894272473,560267
1999-06-09,624.4631958007812,647.5088613600958,611.8252501714798,634.1275071643647,224783
1999-06-10,608.1082153320312,619.2593439750392,594.7268609604217,598.8156081295247,290533
1999-06-11,569.0792846679688,631.8973115189725,564.9905373581402,618.515956686806,268367
1999-06-14,457.1963195800781,559.0433045922256,454.96609363090704,559.0433045922256,534317
1999-06-15,466.4888916015625,501.42909543466754,444.5583381318476,452.7358326459786,544217
1999-06-16,526.333251953125,535.2541545286017,498.08372713078217,505.5178126103461,522133
1999-06-17,528.9352416992188,564.9905603533467,497.7120791533759,520.3860424307142,439050
1999-06-18,559.043212890625,566.1055939045358,541.201408223903,543.4316338072432,257800
1999-06-21,632.26904296875,649.7391458608907,566.4773788855821,569.4510134204145,484800
1999-06-22,646.7654418945312,710.3268732531317,628.923636600889,648.6239632792857,766100
1999-06-23,659.4034423828125,677.6169534745587,618.5159685033822,618.5159685033822,435500
1999-06-24,606.6213989257812,651.225913552677,606.6213989257812,643.7918277815277,314117
1999-06-25,569.450927734375,638.5879202660942,567.9641106906821,627.0650881774743,380433
1999-06-28,627.4368896484375,628.1802982854617,547.1487568498222,588.7796405231783,444450
1999-06-29,639.3314208984375,660.1468625090843,609.2233714258948,613.3121188851289,384483
1999-06-30,687.28125,707.7249864791779,620.0027717685235,631.8973093564089,437417
1999-07-01,639.3314208984375,704.0079716172329,637.8446036405342,695.0870680698129,329517
1999-07-02,663.1204223632812,675.0149590872863,648.2522514582749,648.2522514582749,183617
1999-07-06,666.0940551757812,696.9455097402845,666.0940551757812,675.3866619723184,314250
1999-07-07,660.1468505859375,672.0413884343328,633.3841404270481,672.0413884343328,274083
1999-07-08,658.288330078125,691.3700135207863,651.2259482195793,671.2979808701829,294800
1999-07-09,648.2523193359375,672.041395274871,644.5352762204791,666.4658306016835,116600
1999-07-12,623.533935546875,654.1995389344262,618.5159277198211,650.110791816086,143467
1999-07-13,613.3120727539062,620.7461584842566,594.7268584280303,599.559014152758,145050
1999-07-14,620.0027465820312,630.410466548636,614.0554780296856,616.2857037368152,103967
1999-07-15,601.4175415039062,627.436841816189,594.7268642807478,620.7461645930306,107133
1999-07-16,579.3011474609375,603.647778939084,576.8850695279916,596.2136929915583,160617
1999-07-19,580.7879638671875,642.305025,579.858703125,627.436853125,464333
1999-07-20,544.5468139648438,570.9378199658703,541.2014751759813,567.2207768671342,278400
1999-07-21,524.6605834960938,546.4052835559744,514.4387159465772,546.0335792814465,303617
1999-07-22,496.9686584472656,523.3596642436426,493.6233196843446,517.7840996387741,228600
1999-07-23,482.8438720703125,509.97828520436394,476.15319485917655,497.3403393611071,281617
1999-07-26,465.0021057128906,491.39311251194357,460.913358180643,474.66641806183964,268383
1999-07-27,438.05352783203125,481.72878410718073,436.7525627514949,480.24196687228203,352817
1999-07-28,505.517822265625,508.49145651424635,446.04513729319854,457.93967428768383,578900
1999-07-29,478.7551574707031,487.6760610260579,460.91335035999373,482.4722006187676,333083
1999-07-30,449.3905334472656,486.1892619925752,446.0451944886011,484.7024446776132,208083
1999-08-02,460.913330078125,480.9853621944304,434.15062058971773,447.90367963237145,324467
1999-08-03,434.5223083496094,472.80784963276574,422.99947553623224,469.8342153583458,302050
1999-08-04,394.0065612792969,440.84130346910007,392.51974406692216,431.1769915886645,367850
1999-08-05,464.63037109375,474.2946828125,350.88885625,382.85542578125,801383
1999-08-06,442.3280944824219,501.4290751737707,436.38082598517923,456.45285716337315,422067
1999-08-09,416.3088073730469,457.5679838180542,414.0785816192627,449.01878509521487,222100
1999-08-10,426.7165222167969,447.16025803728803,392.5197277534299,406.64449068395106,432800
1999-08-11,416.3088073730469,453.4792366027832,410.3615386962891,449.01878509521487,410583
1999-08-12,400.3255310058594,422.9994933005273,398.09530520638384,405.15768690472305,820100
1999-08-13,395.4933776855469,420.0258616397255,388.05929163882604,417.42393152337326,321433
1999-08-16,408.874755859375,419.2824769176136,396.9802175071023,397.7236261541193,343200
1999-08-17,416.6805114746094,429.69016169906195,404.41426983441124,416.30880718248216,333700
1999-08-18,420.769287109375,445.3017720468474,417.0522439370307,428.9467820885325,388700
1999-08-19,395.4933776855469,419.28245303505344,394.7499690808748,412.59177559300474,332800
1999-08-20,402.92742919921875,405.90106336305064,390.2894840029333,398.466977953471,205217
1999-08-23,398.8387145996094,426.7165371485103,398.46701029895735,408.13132211590965,272467
1999-08-24,402.18402099609375,413.33514911983013,391.0328928723573,397.72356974659914,309367
1999-08-25,387.6875915527344,414.45030161198355,382.1120269570575,405.15769395252204,336300
1999-08-26,431.9203796386719,445.3017339131918,407.38789680205196,408.87471394366526,855783
1999-08-27,437.124267578125,451.9924399447279,417.0522348832111,445.3017623797566,395150
1999-08-30,397.5377502441406,437.8676669355752,395.4933765869711,437.8676669355752,280867
1999-08-31,405.1576843261719,413.3351788722047,392.5197382095757,404.41427573107796,258167
1999-09-01,390.1036682128906,419.28245616402154,389.5461117552257,417.0522303333619,265400
1999-09-02,380.8110656738281,390.28952558079015,371.704310076943,381.3686221389435,194117
1999-09-03,394.7499694824219,407.3879157747028,386.57247482271066,407.3879157747028,203500
1999-09-07,403.2991638183594,416.3088142641129,397.72359934160784,407.38791110131046,395417
1999-09-08,376.16473388671875,399.95380796651125,373.1910996267447,398.09528655402744,406450
1999-09-09,345.8708190917969,379.8817593893782,326.3563451505617,375.0496039372628,905250
1999-09-10,344.56988525390625,368.7306646945793,336.02068637489884,364.6419174046192,482400
1999-09-13,330.81683349609375,362.7834039238062,318.17888704792836,362.0399953092082,724033
1999-09-14,356.8361511230469,365.75705490112307,327.09980519612634,328.95832681655884,723450
1999-09-15,356.8361511230469,368.73068949381513,347.1718386967977,367.6155765215556,400317
1999-09-16,339.7377624511719,360.5532052271737,331.5602670748855,359.06638788603067,363567
1999-09-17,346.42840576171875,361.29657768282254,343.454771377498,345.313292867636,377867
1999-09-20,381.7403259277344,386.6654080295284,361.2965889014195,364.2702233779744,790233
1999-09-21,397.5377502441406,411.10495724172,380.6252045348293,383.97054324656125,830033
1999-09-22,425.97314453125,437.12427396924085,417.7956496100567,420.0258754976549,920250
1999-09-23,386.9441833496094,443.0715336721752,386.5724790428374,436.38085615027995,542000
1999-09-24,389.91778564453125,410.36152083085085,375.793023152165,388.80267281618654,447067
1999-09-27,367.0580139160156,379.1384042474288,357.5795538098299,368.730683346519,647683
1999-09-28,365.0135803222656,371.70425694731733,356.8360866694247,367.61551012089683,268150
1999-09-29,374.67791748046875,396.98017447335377,362.0399718511672,366.50042324974424,606083
1999-09-30,383.59881591796875,392.51971861373545,377.6515474541243,380.9968859650368,262067
1999-10-01,375.79302978515625,387.31586254810367,370.96087411037183,380.62518545994067,190033
1999-10-04,370.4033203125,386.57245672353235,364.270199604867,384.7139352969769,206133
1999-10-05,382.11199951171875,383.5988166304414,368.730645443215,374.67791391810556,312383
1999-10-06,432.6637878417969,440.097873543546,386.94416077604,387.31586506112745,1042467
1999-10-07,431.1770324707031,461.6567882143218,429.31851077901905,459.4265621843009,832617
1999-10-08,438.611083984375,454.22266493975104,436.380858133607,440.09790121822033,424033
1999-10-11,451.9924621582031,455.7095054325305,440.8413323352212,446.04519291927943,255300
1999-10-12,451.6207275390625,472.06446417663324,449.01879742155353,450.13391032905736,539150
1999-10-13,429.690185546875,455.70948743985184,420.3975777279547,434.15063729995677,328383
